"RI HD/01/A/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10101"
"RI HD/01/A/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10102"
"RI HD/01/A/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10103"
"RI HD/01/A/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10104"
"RI HD/01/A/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10105"
"RI HD/01/A/6","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10106"
"RI HD/01/A/7","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10107"
"RI HD/02/A/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10201"
"RI HD/02/B/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10221"
"RI HD/02/B/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10222"
"RI HD/02/C/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10241"
"RI HD/02/C/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10242"
"RI HD/02/C/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10243"
"RI HD/02/C/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10244"
"RI HD/02/D/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10261"
"RI HD/02/D/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10262"
"RI HD/02/D/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10263"
"RI HD/02/D/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10264"
"RI HD/02/D/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10265"
"RI HD/03/A/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10301"
"RI HD/03/A/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10302"
"RI HD/03/A/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10303"
"RI HD/03/A/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10304"
"RI HD/03/A/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10305"
"RI HD/03/A/6","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10306"
"RI HD/03/A/7","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10307"
"RI HD/03/A/8","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10308"
"RI HD/03/A/9","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10309"
"RI HD/03/B/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10321"
"RI HD/03/B/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10322"
"RI HD/03/B/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10323"
"RI HD/03/B/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10324"
"RI HD/03/B/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10325"
"RI HD/03/B/6","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10326"
"RI HD/03/B/7","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10327"
"RI HD/03/B/8","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10328"
"RI HD/03/B/9","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10329"
"RI HD/03/B/10","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10330"
"RI HD/04/A/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10401"
"RI HD/04/A/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10402"
"RI HD/04/A/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10403"
"RI HD/04/A/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10404"
"RI HD/04/A/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10405"
"RI HD/04/A/6","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10406"
"RI HD/04/A/7","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10407"
"RI HD/04/B/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10421"
"RI HD/04/B/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10422"
"RI HD/04/B/3","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10423"
"RI HD/04/B/4","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10424"
"RI HD/04/B/5","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10425"
"RI HD/04/B/6","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10426"
"RI HD/04/B/7","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10427"
"RI HD/04/B/8","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10428"
"RI HD/04/C/1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10441"
"RI HD/04/C/2","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10442"
"RI HD/06","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10600"
"RI HD/07","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10700"
"RI HD/07/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10701"
"RI HD/08","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10800"
"RI HD/08/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-10801"
"RI HD/10","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11000"
"RI HD/11","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11100"
"RI HD/12","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11200"
"RI HD/13/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11301"
"RI HD/13/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11302"
"RI HD/13/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11303"
"RI HD/13/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11304"
"RI HD/13/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11305"
"RI HD/13/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11306"
"RI HD/13/G","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11307"
"RI HD/13/H","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11308"
"RI HD/13/I","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11309"
"RI HD/13/J","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11310"
"RI HD/14/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11401"
"RI HD/14/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11402"
"RI HD/14/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11403"
"RI HD/14/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11404"
"RI HD/14/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11405"
"RI HD/14/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11406"
"RI HD/14/G","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11407"
"RI HD/14/H","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11408"
"RI HD/14/I","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11409"
"RI HD/14/J","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11410"
"RI HD/14/K","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11411"
"RI HD/14/L","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11412"
"RI HD/14/M","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11413"
"RI HD/15/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11501"
"RI HD/15/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11502"
"RI HD/15/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11503"
"RI HD/15/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11504"
"RI HD/15/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11505"
"RI HD/15/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11506"
"RI HD/15/G","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11507"
"RI HD/15/H","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11508"
"RI HD/15/I","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11509"
"RI HD/15/J","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11510"
"RI HD/16/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11601"
"RI HD/16/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11602"
"RI HD/16/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11603"
"RI HD/16/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11604"
"RI HD/16/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11605"
"RI HD/16/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11606"
"RI HD/17/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11701"
"RI HD/17/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11702"
"RI HD/17/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11703"
"RI HD/17/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11704"
"RI HD/17/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11705"
"RI HD/17/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11706"
"RI HD/18/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11801"
"RI HD/18/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11802"
"RI HD/18/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11803"
"RI HD/18/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11804"
"RI HD/18/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11805"
"RI HD/19/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11901"
"RI HD/19/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11902"
"RI HD/19/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11903"
"RI HD/19/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11904"
"RI HD/19/E","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11905"
"RI HD/19/F","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-11906"
"RI HD/20/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12001"
"RI HD/20/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12002"
"RI HD/20/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12003"
"RI HD/21/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12101"
"RI HD/21/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12102"
"RI HD/21/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12103"
"RI HD/21/D","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12104"
"RI HD/22/A","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12201"
"RI HD/22/B","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12202"
"RI HD/22/C","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-12203"
"KK GS-6-1","https://digitalcollections-staging.lancaster.ac.uk/view/MS-DAVY-00601"
